Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 07:00:00,Feb-19,49113,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 08:00:00,Feb-19,50648,430,9960,0.85,4.32,429,69128.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 09:00:00,Feb-19,49690,4705,9960,9.47,47.24,4275,994.26,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 10:00:00,Feb-19,47247,7822,9960,16.56,78.54,3117,66.24,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 11:00:00,Feb-19,44784,8147,9960,18.19,81.80,325,4.15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 12:00:00,Feb-19,42302,8138,9960,19.24,81.71,-9,-0.11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 13:00:00,Feb-19,40287,8125,9960,20.17,81.58,-13,-0.16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 14:00:00,Feb-19,38855,8199,9960,21.10,82.31,73,0.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 15:00:00,Feb-19,37916,8181,9960,21.58,82.14,-18,-0.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 16:00:00,Feb-19,37606,8320,9960,22.12,83.53,139,1.70,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 17:00:00,Feb-19,37795,7864,9960,20.81,78.96,-456,-5.48,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 18:00:00,Feb-19,38225,4394,9960,11.49,44.11,-3470,-44.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 19:00:00,Feb-19,39730,346,9960,0.87,3.47,-4048,-92.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 20:00:00,Feb-19,40776,1,9960,0.00,0.01,-345,-99.77,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 21:00:00,Feb-19,41089,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 22:00:00,Feb-19,41070,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2022 23:00:00,Feb-19,40645,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 00:00:00,Feb-19,39877,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 01:00:00,Feb-20,39300,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 02:00:00,Feb-20,38993,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 03:00:00,Feb-20,38905,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 04:00:00,Feb-20,39053,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 05:00:00,Feb-20,39462,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 06:00:00,Feb-20,40443,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 07:00:00,Feb-20,41733,1,9960,0.00,0.01,0,12.38,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 08:00:00,Feb-20,42926,215,9960,0.50,2.16,214,24017.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 09:00:00,Feb-20,43284,1828,9960,4.22,18.36,1614,751.33,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 10:00:00,Feb-20,42759,2966,9960,6.94,29.78,1138,62.25,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 11:00:00,Feb-20,40922,3618,9960,8.84,36.33,652,21.98,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 12:00:00,Feb-20,39322,4541,9960,11.55,45.60,923,25.51,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 13:00:00,Feb-20,38240,5156,9960,13.48,51.76,614,13.52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 14:00:00,Feb-20,37475,5733,9960,15.30,57.57,578,11.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 15:00:00,Feb-20,37404,5619,9960,15.02,56.41,-115,-2.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 16:00:00,Feb-20,37409,5156,9960,13.78,51.76,-463,-8.24,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 17:00:00,Feb-20,37807,4567,9960,12.08,45.86,-589,-11.41,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 18:00:00,Feb-20,38575,2998,9960,7.77,30.10,-1569,-34.36,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 19:00:00,Feb-20,39906,335,9960,0.84,3.36,-2663,-88.83,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 20:00:00,Feb-20,40652,1,9960,0.00,0.01,-334,-99.78,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 21:00:00,Feb-20,40232,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 22:00:00,Feb-20,39278,1,9960,0.00,0.01,0,-13.42,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2022 23:00:00,Feb-20,37713,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 00:00:00,Feb-20,35920,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 01:00:00,Feb-21,34504,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 02:00:00,Feb-21,33695,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 03:00:00,Feb-21,33278,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 04:00:00,Feb-21,33225,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 05:00:00,Feb-21,33886,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 06:00:00,Feb-21,35461,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 07:00:00,Feb-21,37980,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 08:00:00,Feb-21,39406,182,9960,0.46,1.83,182,26893.84,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 09:00:00,Feb-21,40223,2063,9960,5.13,20.71,1880,1031.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 10:00:00,Feb-21,40932,3853,9960,9.41,38.69,1791,86.83,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 11:00:00,Feb-21,41464,3730,9960,9.00,37.45,-124,-3.20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 12:00:00,Feb-21,41889,4017,9960,9.59,40.33,287,7.69,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 13:00:00,Feb-21,42304,3511,9960,8.30,35.25,-506,-12.60,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 14:00:00,Feb-21,43094,3426,9960,7.95,34.40,-84,-2.40,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 15:00:00,Feb-21,43736,3012,9960,6.89,30.24,-414,-12.08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 16:00:00,Feb-21,44338,2744,9960,6.19,27.55,-269,-8.92,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 17:00:00,Feb-21,44808,2169,9960,4.84,21.77,-575,-20.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 18:00:00,Feb-21,45006,1192,9960,2.65,11.97,-976,-45.02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 19:00:00,Feb-21,45655,86,9960,0.19,0.86,-1107,-92.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 20:00:00,Feb-21,45741,0,9960,0.00,0.01,-85,-99.38,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 21:00:00,Feb-21,44817,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 22:00:00,Feb-21,43246,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2022 23:00:00,Feb-21,40947,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 00:00:00,Feb-21,38414,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 01:00:00,Feb-22,36181,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 02:00:00,Feb-22,34744,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 03:00:00,Feb-22,33861,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 04:00:00,Feb-22,33443,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 05:00:00,Feb-22,33818,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 06:00:00,Feb-22,35383,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 07:00:00,Feb-22,38370,1,9960,0.00,0.01,0,20.18,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 08:00:00,Feb-22,39674,192,9960,0.48,1.92,191,32012.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 09:00:00,Feb-22,40314,2594,9960,6.44,26.05,2403,1253.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 10:00:00,Feb-22,41176,5164,9960,12.54,51.84,2569,99.04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 11:00:00,Feb-22,42327,6276,9960,14.83,63.01,1112,21.54,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 12:00:00,Feb-22,43340,6853,9960,15.81,68.81,577,9.20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 13:00:00,Feb-22,43982,7232,9960,16.44,72.61,379,5.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 14:00:00,Feb-22,44488,7496,9960,16.85,75.26,264,3.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 15:00:00,Feb-22,44919,7529,9960,16.76,75.59,33,0.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 16:00:00,Feb-22,45423,7239,9960,15.94,72.68,-290,-3.85,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 17:00:00,Feb-22,45909,6239,9960,13.59,62.64,-1000,-13.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 18:00:00,Feb-22,46386,3328,9960,7.17,33.41,-2911,-46.66,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 19:00:00,Feb-22,47720,272,9960,0.57,2.74,-3055,-91.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 20:00:00,Feb-22,48535,1,9960,0.00,0.01,-272,-99.78,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 21:00:00,Feb-22,48255,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 22:00:00,Feb-22,47193,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2022 23:00:00,Feb-22,45375,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 00:00:00,Feb-22,43553,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 01:00:00,Feb-23,42288,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 02:00:00,Feb-23,41593,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 03:00:00,Feb-23,41324,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 04:00:00,Feb-23,41599,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 05:00:00,Feb-23,42816,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 06:00:00,Feb-23,45415,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 07:00:00,Feb-23,49481,1,9960,0.00,0.01,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 08:00:00,Feb-23,52010,52,9960,0.10,0.52,52,9064.98,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 09:00:00,Feb-23,53290,559,9960,1.05,5.61,507,974.48,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 10:00:00,Feb-23,54582,1391,9960,2.55,13.96,832,148.79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 11:00:00,Feb-23,55700,2596,9960,4.66,26.07,1206,86.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 12:00:00,Feb-23,56511,3603,9960,6.37,36.17,1006,38.75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 13:00:00,Feb-23,57064,4082,9960,7.15,40.99,480,13.32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 14:00:00,Feb-23,57424,4389,9960,7.64,44.07,307,7.52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 15:00:00,Feb-23,57326,4404,9960,7.68,44.22,15,0.34,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 16:00:00,Feb-23,57477,4239,9960,7.38,42.56,-165,-3.75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 17:00:00,Feb-23,58491,3445,9960,5.89,34.59,-794,-18.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 18:00:00,Feb-23,60026,1982,9960,3.30,19.90,-1463,-42.47,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 19:00:00,Feb-23,61530,228,9960,0.37,2.29,-1754,-88.51,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 20:00:00,Feb-23,61644,0,9960,0.00,0.00,-228,-99.90,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 21:00:00,Feb-23,60957,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 22:00:00,Feb-23,59162,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2022 23:00:00,Feb-23,57178,0,9960,0.00,0.00,0,29.05,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 00:00:00,Feb-23,55105,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 01:00:00,Feb-24,54012,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 02:00:00,Feb-24,53556,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 03:00:00,Feb-24,53614,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 04:00:00,Feb-24,53955,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 05:00:00,Feb-24,54891,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 06:00:00,Feb-24,56844,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 07:00:00,Feb-24,59443,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 08:00:00,Feb-24,60590,34,9960,0.06,0.34,33,8764.50,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 09:00:00,Feb-24,60955,401,9960,0.66,4.03,367,1087.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 10:00:00,Feb-24,61053,1211,9960,1.98,12.16,810,201.85,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 11:00:00,Feb-24,60759,2175,9960,3.58,21.83,964,79.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 12:00:00,Feb-24,60492,3769,9960,6.23,37.84,1594,73.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 13:00:00,Feb-24,59709,5303,9960,8.88,53.24,1534,40.71,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 14:00:00,Feb-24,58651,5714,9960,9.74,57.37,411,7.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 15:00:00,Feb-24,57688,5758,9960,9.98,57.81,44,0.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 16:00:00,Feb-24,57326,5710,9960,9.96,57.33,-48,-0.83,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 17:00:00,Feb-24,57648,5641,9960,9.79,56.64,-69,-1.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 18:00:00,Feb-24,58621,3281,9960,5.60,32.94,-2361,-41.84,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 19:00:00,Feb-24,60258,296,9960,0.49,2.98,-2984,-90.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 20:00:00,Feb-24,60629,0,9960,0.00,0.00,-296,-99.90,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 21:00:00,Feb-24,60274,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 22:00:00,Feb-24,59058,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2022 23:00:00,Feb-24,56880,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 00:00:00,Feb-24,55071,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 01:00:00,Feb-25,54040,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 02:00:00,Feb-25,53560,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 03:00:00,Feb-25,53840,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 04:00:00,Feb-25,54525,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 05:00:00,Feb-25,55948,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 06:00:00,Feb-25,58513,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 07:00:00,Feb-25,62240,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 08:00:00,Feb-25,63848,347,9960,0.54,3.48,346,101819.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 09:00:00,Feb-25,63536,2427,9960,3.82,24.37,2081,600.51,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 10:00:00,Feb-25,62746,4753,9960,7.57,47.72,2325,95.79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 11:00:00,Feb-25,61316,5597,9960,9.13,56.20,844,17.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 12:00:00,Feb-25,59692,6217,9960,10.42,62.42,620,11.07,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 13:00:00,Feb-25,57932,6089,9960,10.51,61.13,-128,-2.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 14:00:00,Feb-25,56613,6154,9960,10.87,61.78,65,1.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 15:00:00,Feb-25,55719,5187,9960,9.31,52.07,-967,-15.71,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 16:00:00,Feb-25,55711,4912,9960,8.82,49.31,-275,-5.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 17:00:00,Feb-25,56377,4088,9960,7.25,41.04,-824,-16.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 18:00:00,Feb-25,57139,2111,9960,3.69,21.19,-1977,-48.36,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 19:00:00,Feb-25,58090,126,9960,0.22,1.26,-1985,-94.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 20:00:00,Feb-25,57958,0,9960,0.00,0.00,-125,-99.69,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 21:00:00,Feb-25,57131,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 22:00:00,Feb-25,55833,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2022 23:00:00,Feb-25,53806,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 00:00:00,Feb-25,51965,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 01:00:00,Feb-26,50634,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 02:00:00,Feb-26,49873,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 03:00:00,Feb-26,49421,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 04:00:00,Feb-26,49396,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 05:00:00,Feb-26,49947,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 06:00:00,Feb-26,51020,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 07:00:00,Feb-26,52698,0,9960,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 08:00:00,Feb-26,54127,62,9960,0.11,0.62,61,16522.03,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 09:00:00,Feb-26,55631,1045,9960,1.88,10.49,984,1595.19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 10:00:00,Feb-26,56779,2801,9960,4.93,28.12,1755,167.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 11:00:00,Feb-26,57111,4113,9960,7.20,41.30,1313,46.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 12:00:00,Feb-26,56445,5242,9960,9.29,52.63,1128,27.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 13:00:00,Feb-26,55291,5844,9960,10.57,58.67,602,11.48,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 14:00:00,Feb-26,54226,5830,9960,10.75,58.53,-14,-0.23,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 15:00:00,Feb-26,53316,5750,9960,10.79,57.73,-80,-1.37,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 16:00:00,Feb-26,53007,5518,9960,10.41,55.40,-232,-4.04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 17:00:00,Feb-26,53096,5272,9960,9.93,52.93,-246,-4.46,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 18:00:00,Feb-26,53470,3517,9960,6.58,35.31,-1755,-33.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2022 19:00:00,Feb-26,54518,422,9960,0.77,4.24,-3095,-88.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
