Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 01:00:00,Jan-01,38124,0,9323,0.00,0.00,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 02:00:00,Jan-01,37123,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 03:00:00,Jan-01,35937,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 04:00:00,Jan-01,35133,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 05:00:00,Jan-01,34603,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 06:00:00,Jan-01,34451,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 07:00:00,Jan-01,34571,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 08:00:00,Jan-01,34635,7,9323,0.02,0.08,7,6085.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 09:00:00,Jan-01,35604,1344,9323,3.77,14.42,1336,17882.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 10:00:00,Jan-01,37914,3459,9323,9.12,37.10,2115,157.35,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 11:00:00,Jan-01,39986,3243,9323,8.11,34.79,-215,-6.23,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 12:00:00,Jan-01,41833,2691,9323,6.43,28.87,-552,-17.02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 13:00:00,Jan-01,43162,3590,9323,8.32,38.51,899,33.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 14:00:00,Jan-01,44006,4742,9323,10.78,50.86,1152,32.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 15:00:00,Jan-01,44248,5070,9323,11.46,54.39,329,6.93,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 16:00:00,Jan-01,44208,4632,9323,10.48,49.68,-439,-8.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 17:00:00,Jan-01,44337,2013,9323,4.54,21.59,-2619,-56.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 18:00:00,Jan-01,44981,232,9323,0.52,2.49,-1781,-88.48,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 19:00:00,Jan-01,46107,0,9323,0.00,0.00,-231,-99.79,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 20:00:00,Jan-01,45944,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 21:00:00,Jan-01,45758,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 22:00:00,Jan-01,45519,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2022 23:00:00,Jan-01,44806,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 00:00:00,Jan-01,43861,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 01:00:00,Jan-02,42880,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 02:00:00,Jan-02,42167,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 03:00:00,Jan-02,42061,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 04:00:00,Jan-02,42512,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 05:00:00,Jan-02,43466,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 06:00:00,Jan-02,44870,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 07:00:00,Jan-02,46848,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 08:00:00,Jan-02,49303,17,9323,0.03,0.18,16,3798.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 09:00:00,Jan-02,51361,1863,9323,3.63,19.98,1846,11124.95,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 10:00:00,Jan-02,52453,5495,9323,10.48,58.94,3632,194.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 11:00:00,Jan-02,52303,6236,9323,11.92,66.89,742,13.49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 12:00:00,Jan-02,51422,6052,9323,11.77,64.91,-184,-2.95,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 13:00:00,Jan-02,50254,6222,9323,12.38,66.74,170,2.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 14:00:00,Jan-02,48523,6476,9323,13.35,69.46,254,4.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 15:00:00,Jan-02,47015,6796,9323,14.45,72.89,320,4.93,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 16:00:00,Jan-02,46134,6831,9323,14.81,73.27,35,0.52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 17:00:00,Jan-02,46227,5169,9323,11.18,55.44,-1662,-24.34,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 18:00:00,Jan-02,48728,956,9323,1.96,10.25,-4213,-81.51,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 19:00:00,Jan-02,51675,0,9323,0.00,0.00,-955,-99.97,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 20:00:00,Jan-02,52376,0,9323,0.00,0.00,0,-69.45,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 21:00:00,Jan-02,52326,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 22:00:00,Jan-02,52011,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2022 23:00:00,Jan-02,50709,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 00:00:00,Jan-02,49444,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 01:00:00,Jan-03,48508,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 02:00:00,Jan-03,48268,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 03:00:00,Jan-03,48383,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 04:00:00,Jan-03,49061,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 05:00:00,Jan-03,50362,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 06:00:00,Jan-03,52624,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 07:00:00,Jan-03,55640,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 08:00:00,Jan-03,57623,64,9323,0.11,0.69,64,46681.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 09:00:00,Jan-03,57022,2570,9323,4.51,27.56,2505,3886.32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 10:00:00,Jan-03,54317,6650,9323,12.24,71.33,4080,158.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 11:00:00,Jan-03,51490,7084,9323,13.76,75.98,434,6.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 12:00:00,Jan-03,48693,6770,9323,13.90,72.61,-314,-4.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 13:00:00,Jan-03,46318,6567,9323,14.18,70.44,-202,-2.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 14:00:00,Jan-03,44411,6668,9323,15.01,71.52,100,1.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 15:00:00,Jan-03,42985,6978,9323,16.23,74.85,311,4.66,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 16:00:00,Jan-03,42357,6695,9323,15.81,71.81,-284,-4.07,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 17:00:00,Jan-03,42582,4142,9323,9.73,44.42,-2553,-38.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 18:00:00,Jan-03,44934,569,9323,1.27,6.11,-3572,-86.25,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 19:00:00,Jan-03,48097,0,9323,0.00,0.00,-569,-99.97,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 20:00:00,Jan-03,49043,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 21:00:00,Jan-03,49360,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 22:00:00,Jan-03,48734,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2022 23:00:00,Jan-03,47184,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 00:00:00,Jan-03,45514,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 01:00:00,Jan-04,44414,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 02:00:00,Jan-04,43948,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 03:00:00,Jan-04,43944,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 04:00:00,Jan-04,44467,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 05:00:00,Jan-04,45757,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 06:00:00,Jan-04,48308,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 07:00:00,Jan-04,51822,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 08:00:00,Jan-04,53673,50,9323,0.09,0.54,50,33129.63,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 09:00:00,Jan-04,52662,1275,9323,2.42,13.68,1225,2433.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 10:00:00,Jan-04,50155,3248,9323,6.48,34.84,1973,154.70,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 11:00:00,Jan-04,47931,3977,9323,8.30,42.65,728,22.42,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 12:00:00,Jan-04,45799,3868,9323,8.45,41.49,-109,-2.73,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 13:00:00,Jan-04,44121,3748,9323,8.50,40.21,-120,-3.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 14:00:00,Jan-04,42785,3887,9323,9.08,41.69,139,3.69,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 15:00:00,Jan-04,41716,4009,9323,9.61,43.00,122,3.14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 16:00:00,Jan-04,41229,4376,9323,10.61,46.93,367,9.14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 17:00:00,Jan-04,41362,4512,9323,10.91,48.40,137,3.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 18:00:00,Jan-04,42508,934,9323,2.20,10.02,-3578,-79.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 19:00:00,Jan-04,44558,0,9323,0.00,0.00,-934,-99.96,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 20:00:00,Jan-04,44416,0,9323,0.00,0.00,0,-81.26,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 21:00:00,Jan-04,43961,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 22:00:00,Jan-04,42702,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2022 23:00:00,Jan-04,40774,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 00:00:00,Jan-04,38938,0,9323,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 01:00:00,Jan-05,37726,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 02:00:00,Jan-05,37244,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 03:00:00,Jan-05,37271,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 04:00:00,Jan-05,37777,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 05:00:00,Jan-05,39027,0,9325,0.00,0.00,0,-90.99,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 06:00:00,Jan-05,41490,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 07:00:00,Jan-05,45078,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 08:00:00,Jan-05,46897,36,9325,0.08,0.39,36,364448.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 09:00:00,Jan-05,46032,2201,9325,4.78,23.60,2165,5990.53,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 10:00:00,Jan-05,44627,6099,9325,13.67,65.41,3898,177.10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 11:00:00,Jan-05,43395,6637,9325,15.29,71.17,538,8.82,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 12:00:00,Jan-05,42053,6517,9325,15.50,69.88,-120,-1.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 13:00:00,Jan-05,41148,6391,9325,15.53,68.53,-126,-1.93,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 14:00:00,Jan-05,40672,6467,9325,15.90,69.35,76,1.20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 15:00:00,Jan-05,40568,6735,9325,16.60,72.23,268,4.14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 16:00:00,Jan-05,40576,6745,9325,16.62,72.33,10,0.15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 17:00:00,Jan-05,40827,5191,9325,12.71,55.67,-1554,-23.04,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 18:00:00,Jan-05,42027,1030,9325,2.45,11.05,-4160,-80.15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 19:00:00,Jan-05,43760,0,9325,0.00,0.00,-1030,-99.97,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 20:00:00,Jan-05,43562,0,9325,0.00,0.00,0,-106.10,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 21:00:00,Jan-05,43091,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 22:00:00,Jan-05,42042,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2022 23:00:00,Jan-05,40288,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 00:00:00,Jan-05,38523,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 01:00:00,Jan-06,37470,0,9325,0.00,0.00,0,357.24,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 02:00:00,Jan-06,37094,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 03:00:00,Jan-06,37297,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 04:00:00,Jan-06,37854,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 05:00:00,Jan-06,39130,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 06:00:00,Jan-06,42019,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 07:00:00,Jan-06,45926,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 08:00:00,Jan-06,48281,35,9325,0.07,0.37,35,29575.69,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 09:00:00,Jan-06,48456,1335,9325,2.75,14.31,1300,3729.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 10:00:00,Jan-06,48169,3069,9325,6.37,32.91,1734,129.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 11:00:00,Jan-06,47732,4277,9325,8.96,45.87,1208,39.37,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 12:00:00,Jan-06,47166,5599,9325,11.87,60.04,1322,30.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 13:00:00,Jan-06,46446,6435,9325,13.86,69.01,836,14.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 14:00:00,Jan-06,45777,6664,9325,14.56,71.47,229,3.56,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 15:00:00,Jan-06,45301,6979,9325,15.41,74.84,314,4.72,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 16:00:00,Jan-06,45117,6890,9325,15.27,73.89,-89,-1.27,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 17:00:00,Jan-06,45855,5138,9325,11.20,55.10,-1752,-25.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 18:00:00,Jan-06,47990,1088,9325,2.27,11.67,-4050,-78.82,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 19:00:00,Jan-06,50709,1,9325,0.00,0.01,-1088,-99.94,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 20:00:00,Jan-06,51101,0,9325,0.00,0.00,0,-65.28,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 21:00:00,Jan-06,51073,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 22:00:00,Jan-06,50384,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2022 23:00:00,Jan-06,48795,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 00:00:00,Jan-06,47525,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 01:00:00,Jan-07,46688,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 02:00:00,Jan-07,46508,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 03:00:00,Jan-07,46678,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 04:00:00,Jan-07,47438,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 05:00:00,Jan-07,48745,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 06:00:00,Jan-07,51386,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 07:00:00,Jan-07,54969,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 08:00:00,Jan-07,56840,27,9325,0.05,0.29,27,16956.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 09:00:00,Jan-07,56672,1953,9325,3.45,20.94,1926,7109.34,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 10:00:00,Jan-07,55616,5678,9325,10.21,60.89,3725,190.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 11:00:00,Jan-07,54146,6247,9325,11.54,66.99,570,10.03,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 12:00:00,Jan-07,52306,6059,9325,11.58,64.98,-188,-3.01,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 13:00:00,Jan-07,50459,5934,9325,11.76,63.64,-125,-2.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 14:00:00,Jan-07,49175,5849,9325,11.90,62.73,-85,-1.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 15:00:00,Jan-07,48303,5899,9325,12.21,63.26,50,0.85,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 16:00:00,Jan-07,48503,5811,9325,11.98,62.32,-88,-1.49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 17:00:00,Jan-07,49117,4521,9325,9.20,48.48,-1290,-22.20,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 18:00:00,Jan-07,50025,1037,9325,2.07,11.12,-3484,-77.07,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 19:00:00,Jan-07,51104,1,9325,0.00,0.01,-1036,-99.92,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 20:00:00,Jan-07,50516,0,9325,0.00,0.00,-1,-70.54,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 21:00:00,Jan-07,49460,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 22:00:00,Jan-07,47948,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2022 23:00:00,Jan-07,45911,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 00:00:00,Jan-07,43907,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 01:00:00,Jan-08,42133,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 02:00:00,Jan-08,41051,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 03:00:00,Jan-08,40313,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 04:00:00,Jan-08,40009,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 05:00:00,Jan-08,39948,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 06:00:00,Jan-08,40511,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 07:00:00,Jan-08,41460,0,9325,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 08:00:00,Jan-08,42491,5,9325,0.01,0.06,5,2079.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 09:00:00,Jan-08,43638,1251,9325,2.87,13.42,1246,23180.32,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 10:00:00,Jan-08,44380,3118,9325,7.03,33.43,1867,149.18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 11:00:00,Jan-08,44722,4301,9325,9.62,46.12,1183,37.95,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 12:00:00,Jan-08,44451,4770,9325,10.73,51.15,469,10.90,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 13:00:00,Jan-08,43915,4815,9325,10.96,51.64,45,0.95,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2022 14:00:00,Jan-08,43159,4600,9325,10.66,49.33,-215,-4.47,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
